total_daily_units,month,monthly_units,monthly_bill
6.11,7,183.3,895.62
10.32,11,309.6,1864.1
8.09,7,242.7,1327.02
3.23,9,96.9,431.03
9.87,11,296.1,1751.3
12.46,5,373.8,2409.8
9.28,1,278.4,1609.7
5.82,8,174.6,839.94
9.72,12,291.6,1715.3
6.1,1,183,893.7
2.24,8,67.2,321.14
7.07,4,212.1,1094.46
5.75,7,172.5,826.5
11.98,9,359.4,2287.4
6.34,11,190.2,939.78
2.61,5,78.3,362.21
5.4,5,162,759.3
7.04,7,211.2,1087.62
3.48,10,104.4,463.62
7.43,12,222.9,1176.54
7.11,1,213.3,1103.58
2.84,5,85.2,387.74
6.7,9,201,1010.1
2.24,7,67.2,321.14
14.45,4,433.5,2917.25
6.7,6,201,1010.1
5.72,11,171.6,820.74
5.12,2,153.6,705.54
4.1,7,123,552.9
8.59,12,257.7,1444.1
7.26,9,217.8,1137.78
14.73,5,441.9,2988.65
8.17,11,245.1,1345.26
7.35,9,220.5,1158.3
10.03,3,300.9,1790.15
14.29,3,428.7,2876.45
4.81,1,144.3,655.14
9.18,1,275.4,1585.7
8.05,9,241.5,1317.9
11.77,5,353.1,2233.85
6.21,6,186.3,914.82
8.24,11,247.2,1361.22
3.73,10,111.9,499.62
12.6,10,378,2445.5
10.96,9,328.8,2027.3
14.3,5,429,2879
3.11,12,93.3,417.71
7.4,3,222,1169.7
10.17,6,305.1,1825.85
11.05,2,331.5,2050.25
1.78,6,53.4,270.08
1.37,8,41.1,229.47
1.59,6,47.7,250.25
3.1,11,93,416.6
13.12,5,393.6,2578.1
5.62,9,168.6,801.54
3.57,5,107.1,476.58
5,12,150,682.5
10.32,10,309.6,1864.1
14.1,5,423,2828
11.3,8,339,2114
3.69,10,110.7,493.86
5.31,9,159.3,742.02
12.26,8,367.8,2358.8
8.76,9,262.8,1484.9
8.59,10,257.7,1444.1
12.23,4,366.9,2351.15
12.66,12,379.8,2460.8
11.27,4,338.1,2106.35
11.14,11,334.2,2073.2
10.8,1,324,1986.5
11.31,6,339.3,2116.55
10.09,6,302.7,1805.45
3.97,10,119.1,534.18
5.8,2,174,836.1
10.86,1,325.8,2001.8
6.71,8,201.3,1012.38
8.53,1,255.9,1429.7
13.24,4,397.2,2608.7
6.09,9,182.7,891.78
11.86,11,355.8,2256.8
2.03,8,60.9,297.83
10.85,5,325.5,1999.25
7.22,6,216.6,1128.66
10.27,2,308.1,1851.35
11.51,1,345.3,2167.55
2.61,8,78.3,362.21
8.86,9,265.8,1508.9
5.4,7,162,759.3
5.45,10,163.5,768.9
11.38,9,341.4,2134.4
2.44,2,73.2,343.34
6.6,2,198,989.7
5.9,1,177,855.3
1.8,10,54,272.3
5.64,10,169.2,805.38
3.78,4,113.4,506.82
6.99,10,209.7,1076.22
6.41,8,192.3,953.22
6.41,6,192.3,953.22
6.73,6,201.9,1016.94
1.81,2,54.3,273.41
2.89,3,86.7,393.29
7.3,10,219,1146.9
2.97,5,89.1,402.17
5.98,12,179.4,870.66
1.63,1,48.9,254.03
8.52,5,255.6,1427.3
6.07,7,182.1,887.94
8.12,7,243.6,1333.86
5.27,6,158.1,734.34
8.12,2,243.6,1333.86
8,8,240,1306.5
8.96,11,268.8,1532.9
14.02,3,420.6,2807.6
2.35,6,70.5,333.35
4.08,8,122.4,550.02
11.49,6,344.7,2162.45
11.96,12,358.8,2282.3
6.73,9,201.9,1016.94
1.47,10,44.1,238.91
2.51,4,75.3,351.11
15.05,5,451.5,3070.25
5.66,7,169.8,809.22
7.86,3,235.8,1274.58
2.48,5,74.4,347.78
5.99,6,179.7,872.58
10.65,11,319.5,1948.25
2.69,4,80.7,371.09
6.83,7,204.9,1039.74
9.37,9,281.1,1631.3
6.98,12,209.4,1073.94
5.88,6,176.4,851.46
15.76,4,472.8,3251.3
12.22,12,366.6,2348.6
1.95,8,58.5,288.95
11.31,1,339.3,2116.55
11.94,1,358.2,2277.2
5.58,9,167.4,793.86
3.34,8,100.2,443.46
10.63,5,318.9,1943.15
10.3,12,309,1859
9.47,12,284.1,1655.3
4.77,6,143.1,649.38
12.07,7,362.1,2310.35
3.82,8,114.6,512.58
1.68,9,50.4,258.98
5.84,12,175.2,843.78
10.19,7,305.7,1830.95
6.54,6,196.2,978.18
6.42,9,192.6,955.14
8.2,1,246,1352.1
11.24,10,337.2,2098.7
12.61,10,378.3,2448.05
8.56,10,256.8,1436.9
14.92,5,447.6,3037.1
6.11,7,183.3,895.62
11.78,8,353.4,2236.4
11.74,9,352.2,2226.2
9.7,4,291,1710.5
9.3,12,279,1614.5
6.35,5,190.5,941.7
11.07,3,332.1,2055.35
5.07,7,152.1,695.94
12.04,10,361.2,2302.7
5.98,2,179.4,870.66
11.96,8,358.8,2282.3
6.5,12,195,970.5
10.78,6,323.4,1981.4
0.97,8,29.1,191.67
7.96,7,238.8,1297.38
7.51,10,225.3,1194.78
6.67,1,200.1,1003.26
10.13,2,303.9,1815.65
1.99,8,59.7,293.39
12.33,9,369.9,2376.65
7.04,2,211.2,1087.62
2.26,10,67.8,323.36
1.44,3,43.2,236.08
10.34,8,310.2,1869.2
11.18,10,335.4,2083.4
4.14,4,124.2,558.66
1.87,4,56.1,280.07
1.6,1,48,251.2
9.99,2,299.7,1780.1
2.19,6,65.7,315.59
9.41,1,282.3,1640.9
1.52,9,45.6,243.64
7.82,8,234.6,1265.46
9.94,3,298.2,1768.1
4.82,6,144.6,656.58
13.31,4,399.3,2626.55
3.63,10,108.9,485.22
7.26,12,217.8,1137.78
10.11,11,303.3,1810.55
1.19,8,35.7,212.46
9.74,11,292.2,1720.1
7.13,4,213.9,1108.14
8.92,1,267.6,1523.3
7.02,8,210.6,1083.06
2.83,9,84.9,386.63
2.03,9,60.9,297.83
2.3,8,69,327.8
3.38,12,101.4,449.22
13.25,10,397.5,2611.25
1.51,8,45.3,242.69
1.6,3,48,251.2
1.69,8,50.7,260.09
13.11,2,393.3,2575.55
4.12,12,123.6,555.78
5.47,10,164.1,772.74
5,10,150,682.5
14.46,3,433.8,2919.8
2.01,1,60.3,295.61
10.16,9,304.8,1823.3
9.44,6,283.2,1648.1
7.86,8,235.8,1274.58
6.22,9,186.6,916.74
4.39,3,131.7,594.66
7.06,5,211.8,1092.18
9.76,12,292.8,1724.9
11.08,11,332.4,2057.9
4.03,12,120.9,542.82
8.27,11,248.1,1368.06
6.17,2,185.1,907.14
1.42,5,42.6,234.19
6.83,10,204.9,1039.74
1.34,8,40.2,226.63
11.58,3,347.4,2185.4
6.77,1,203.1,1026.06
3.32,8,99.6,441.02
5.01,7,150.3,684.42
6.49,4,194.7,968.58
7.47,11,224.1,1185.66
4.85,11,145.5,660.9
1.48,9,44.4,239.86
6.07,6,182.1,887.94
8.5,7,255,1422.5
2.62,5,78.6,363.32
11.17,11,335.1,2080.85
10.86,4,325.8,2001.8
1.39,7,41.7,231.36
7.01,10,210.3,1080.78
11.9,6,357,2267
9.68,12,290.4,1705.7
9.57,4,287.1,1679.3
4.38,8,131.4,593.22
5.3,1,159,740.1
10.91,1,327.3,2014.55
11.4,11,342,2139.5
6.68,12,200.4,1005.54
4.14,8,124.2,558.66
6.7,6,201,1010.1
9.84,12,295.2,1744.1
2.34,7,70.2,332.24
10.87,2,326.1,2004.35
2.47,6,74.1,346.67
9.06,9,271.8,1556.9
2.08,5,62.4,303.38
3.73,10,111.9,499.62
6.68,1,200.4,1005.54
9.87,10,296.1,1751.3
2.82,5,84.6,385.52
2.98,11,89.4,403.28
7.17,11,215.1,1117.26
12.48,3,374.4,2414.9
11.21,7,336.3,2091.05
11.51,1,345.3,2167.55
10.23,5,306.9,1841.15
12.08,3,362.4,2312.9
11.84,4,355.2,2251.7
10.84,6,325.2,1996.7
7.38,12,221.4,1165.14
3.68,7,110.4,492.42
2.82,7,84.6,385.52
9.58,7,287.4,1681.7
7.49,2,224.7,1190.22
5.88,6,176.4,851.46
3.03,11,90.9,408.83
3.34,9,100.2,443.46
9.39,7,281.7,1636.1
2.97,10,89.1,402.17
9.44,3,283.2,1648.1
8.38,12,251.4,1393.7
9.96,2,298.8,1772.9
1.72,4,51.6,263.42
15.88,4,476.4,3281.9
4.21,3,126.3,568.74
9.34,9,280.2,1624.1
2.92,9,87.6,396.62
13.67,3,410.1,2718.35
13.15,4,394.5,2585.75
1.96,11,58.8,290.06
11.53,4,345.9,2172.65
12.06,12,361.8,2307.8
3.13,8,93.9,419.93
11.68,9,350.4,2210.9
5.1,4,153,701.7
10.42,8,312.6,1889.6
10.74,5,322.2,1971.2
10.86,12,325.8,2001.8
8.27,2,248.1,1368.06
4.48,6,134.4,607.62
3.33,2,99.9,442.13
5.61,7,168.3,799.62
2.71,6,81.3,373.31
8.52,8,255.6,1427.3
11.95,11,358.5,2279.75
4.83,10,144.9,658.02
1.49,10,44.7,240.81
7.18,11,215.4,1119.54
4.92,11,147.6,670.98
6.6,2,198,989.7
7.43,11,222.9,1176.54
9.37,3,281.1,1631.3
3.94,5,118.2,529.86
7.96,11,238.8,1297.38
2.03,3,60.9,297.83
5.39,8,161.7,757.38
2.14,1,64.2,310.04
4.25,10,127.5,574.5
11.5,7,345,2165
12.19,4,365.7,2340.95
1.36,3,40.8,228.52
8.4,3,252,1398.5
8.69,12,260.7,1468.1
6.25,4,187.5,922.5
13.68,5,410.4,2720.9
2.08,6,62.4,303.38
8.24,10,247.2,1361.22
2.59,3,77.7,359.99
1.83,2,54.9,275.63
13.76,1,412.8,2741.3
7.96,1,238.8,1297.38
11.36,9,340.8,2129.3
4.85,4,145.5,660.9
10.34,12,310.2,1869.2
7.09,9,212.7,1099.02
5.72,12,171.6,820.74
8.74,9,262.2,1480.1
7.01,6,210.3,1080.78
10.68,12,320.4,1955.9
1.5,9,45,241.75
6.05,6,181.5,884.1
8.83,10,264.9,1501.7
10.6,11,318,1935.5
10.08,7,302.4,1802.9
5.35,10,160.5,749.7
9.09,7,272.7,1564.1
10.43,1,312.9,1892.15
5.27,10,158.1,734.34
1.88,6,56.4,281.18
3.36,1,100.8,446.34
3.92,5,117.6,526.98
11.57,12,347.1,2182.85
2.23,5,66.9,320.03
11.5,12,345,2165
5.38,8,161.4,755.46
2.85,8,85.5,388.85
7.07,4,212.1,1094.46
8.47,3,254.1,1415.3
6.3,3,189,932.1
5.11,11,153.3,703.62
4.3,8,129,581.7
9.24,7,277.2,1600.1
11.46,3,343.8,2154.8
5.56,2,166.8,790.02
5.3,11,159,740.1
4.79,2,143.7,652.26
2.47,11,74.1,346.67
1.81,2,54.3,273.41
1.51,5,45.3,242.69
5.15,8,154.5,711.3
9.53,10,285.9,1669.7
9.52,2,285.6,1667.3
2.15,5,64.5,311.15
12.14,11,364.2,2328.2
4.72,2,141.6,642.18
10.78,11,323.4,1981.4
3.18,6,95.4,425.48
6.63,9,198.9,995.46
8.28,3,248.4,1370.34
9.76,6,292.8,1724.9
11.08,12,332.4,2057.9
10.13,5,303.9,1815.65
9.98,1,299.4,1777.7
7.36,12,220.8,1160.58
6.02,2,180.6,878.34
1.66,4,49.8,256.87
12.25,8,367.5,2356.25
1.95,1,58.5,288.95
7.14,11,214.2,1110.42
1.96,3,58.8,290.06
11.48,11,344.4,2159.9
9.98,6,299.4,1777.7
5.51,1,165.3,780.42
8.72,4,261.6,1475.3
6.07,10,182.1,887.94
10.38,4,311.4,1879.4
11.27,2,338.1,2106.35
3.36,12,100.8,446.34
4.52,10,135.6,613.38
8.62,10,258.6,1451.3
5.26,1,157.8,732.42
13.71,3,411.3,2728.55
5.55,8,166.5,788.1
11.03,9,330.9,2045.15
7.53,10,225.9,1199.34
10.18,7,305.4,1828.4
7.55,6,226.5,1203.9
11.8,5,354,2241.5
4.29,2,128.7,580.26
6.48,10,194.4,966.66
3.46,9,103.8,460.74
12.38,3,371.4,2389.4
11.71,9,351.3,2218.55
8.03,2,240.9,1313.34
5.84,1,175.2,843.78
1.29,10,38.7,221.91
4.78,12,143.4,650.82
6.98,4,209.4,1073.94
6.96,5,208.8,1069.38
3.93,1,117.9,528.42
5.06,8,151.8,694.02
13.93,3,417.9,2784.65
9.13,9,273.9,1573.7
2.47,5,74.1,346.67
6.99,5,209.7,1076.22
2.25,1,67.5,322.25
6.42,11,192.6,955.14
9.69,5,290.7,1708.1
5.26,7,157.8,732.42
4.08,10,122.4,550.02
9.31,12,279.3,1616.9
7.15,5,214.5,1112.7
1.63,4,48.9,254.03
9.12,1,273.6,1571.3
7.56,12,226.8,1206.18
9.67,1,290.1,1703.3
2.64,12,79.2,365.54
3.85,7,115.5,516.9
8.2,8,246,1352.1
9.64,4,289.2,1696.1
3.52,2,105.6,469.38
9.99,10,299.7,1780.1
6.27,3,188.1,926.34
9.81,3,294.3,1736.9
10.91,11,327.3,2014.55
2.07,6,62.1,302.27
6.59,3,197.7,987.78
5.55,6,166.5,788.1
12.07,5,362.1,2310.35
16.47,3,494.1,3432.35
2.51,3,75.3,351.11
11.47,1,344.1,2157.35
6.68,10,200.4,1005.54
7.83,2,234.9,1267.74
8.77,11,263.1,1487.3
13.05,4,391.5,2560.25
1.57,10,47.1,248.37
5.33,8,159.9,745.86
2.41,6,72.3,340.01
8.81,11,264.3,1496.9
9.55,11,286.5,1674.5
7.7,4,231,1238.1
2.98,3,89.4,403.28
12.39,5,371.7,2391.95
3.49,1,104.7,465.06
11.78,5,353.4,2236.4
10.52,3,315.6,1915.1
9.84,2,295.2,1744.1
3.24,8,97.2,432.14
4.02,6,120.6,541.38
10.4,2,312,1884.5
11.08,8,332.4,2057.9
12.26,12,367.8,2358.8
11.31,10,339.3,2116.55
9.51,12,285.3,1664.9
5.47,11,164.1,772.74
6.59,5,197.7,987.78
1.29,1,38.7,221.91
4.68,10,140.4,636.42
11.48,11,344.4,2159.9
3.07,4,92.1,413.27
3.38,2,101.4,449.22
9.19,7,275.7,1588.1
11.46,10,343.8,2154.8
5.21,8,156.3,722.82
1.25,8,37.5,218.12
9.09,8,272.7,1564.1
11.38,11,341.4,2134.4
1.31,8,39.3,223.79
10.65,10,319.5,1948.25
5.54,7,166.2,786.18
9.55,9,286.5,1674.5
2.19,8,65.7,315.59
12.3,10,369,2369
1.64,7,49.2,254.98
12.69,7,380.7,2468.45
9.75,1,292.5,1722.5
13.91,5,417.3,2779.55
7.71,12,231.3,1240.38
1.42,11,42.6,234.19
12.93,3,387.9,2529.65
8.32,10,249.6,1379.46
3.91,2,117.3,525.54
6.22,7,186.6,916.74
10.72,2,321.6,1966.1
8.05,9,241.5,1317.9
10.87,9,326.1,2004.35
7.25,1,217.5,1135.5
1.73,7,51.9,264.53
6.8,6,204,1032.9
11.7,4,351,2216
6.81,3,204.3,1035.18
6.81,10,204.3,1035.18
6.45,6,193.5,960.9
6.94,1,208.2,1064.82
14.39,5,431.7,2901.95
4.4,10,132,596.1
7.31,1,219.3,1149.18
1.04,7,31.2,198.28
12.37,9,371.1,2386.85
4.88,5,146.4,665.22
6.12,10,183.6,897.54
6.08,1,182.4,889.86
9.83,2,294.9,1741.7
4.36,1,130.8,590.34
7.53,7,225.9,1199.34
10.4,1,312,1884.5
12.05,1,361.5,2305.25
10.01,6,300.3,1785.05
3.83,3,114.9,514.02
2.05,8,61.5,300.05
3.26,6,97.8,434.36
4.83,9,144.9,658.02
3.57,6,107.1,476.58
9.45,1,283.5,1650.5
7.57,5,227.1,1208.46
11.53,3,345.9,2172.65
3.02,10,90.6,407.72
2.94,2,88.2,398.84
1.67,11,50.1,257.87
6.36,12,190.8,943.62
11.54,2,346.2,2175.2
8.85,9,265.5,1506.5
1.88,3,56.4,281.18
4.79,10,143.7,652.26
11.03,11,330.9,2045.15
5.25,11,157.5,730.5
12.55,2,376.5,2432.75
4.11,3,123.3,554.34
11.72,6,351.6,2221.1
4.28,11,128.4,578.82
11.38,10,341.4,2134.4
9.26,2,277.8,1604.9
2.79,6,83.7,382.19
7.78,7,233.4,1256.34
8.34,6,250.2,1384.1
2.39,6,71.7,337.79
7.49,11,224.7,1190.22
5.57,3,167.1,791.94
5.19,10,155.7,718.98
3.34,7,100.2,443.46
7.58,7,227.4,1210.74
5.62,2,168.6,801.54
15.87,4,476.1,3279.35
2.75,8,82.5,377.75
8.97,10,269.1,1535.3
6.38,11,191.4,947.46
4.77,7,143.1,649.38
3.58,1,107.4,478.02
10.9,9,327,2012
5.09,11,152.7,699.78
1.68,4,50.4,258.98
4.98,10,149.4,679.62
3.48,4,104.4,463.62
10.26,4,307.8,1848.8
4.57,8,137.1,620.58
11.86,9,355.8,2256.8
6.56,8,196.8,982.02
3.56,12,106.8,475.14
9.79,5,293.7,1732.1
1.18,9,35.4,211.51
5.8,4,174,836.1
7.64,5,229.2,1224.42
4.3,5,129,581.7
1.52,3,45.6,243.64
2.96,3,88.8,401.06
4.52,10,135.6,613.38
6.98,5,209.4,1073.94
6.57,7,197.1,983.94
11.83,4,354.9,2249.15
10.66,2,319.8,1950.8
10.5,9,315,1910
7.28,10,218.4,1142.34
7.52,3,225.6,1197.06
8.31,8,249.3,1377.18
10.43,11,312.9,1892.15
1.69,12,50.7,260.09
3.78,6,113.4,506.82
10.1,9,303,1808
3.64,9,109.2,486.66
7.18,12,215.4,1119.54
9.91,3,297.3,1760.9
2.27,2,68.1,324.47
6.47,8,194.1,964.74
8.77,7,263.1,1487.3
6.59,1,197.7,987.78
3.37,7,101.1,447.78
11.63,5,348.9,2198.15
14.22,5,426.6,2858.6
6.04,11,181.2,882.18
10.66,7,319.8,1950.8
7.96,9,238.8,1297.38
7.26,7,217.8,1137.78
2.24,12,67.2,321.14
8.69,1,260.7,1468.1
11.6,10,348,2190.5
6.46,12,193.8,962.82
4.29,6,128.7,580.26
3.67,8,110.1,490.98
15.94,3,478.2,3297.2
8.98,7,269.4,1537.7
6.01,5,180.3,876.42
7.74,6,232.2,1247.22
16.7,3,501,3491
9.6,12,288,1686.5
11.86,11,355.8,2256.8
1.36,11,40.8,228.52
11.52,8,345.6,2170.1
12.9,5,387,2522
11.4,2,342,2139.5
10.74,2,322.2,1971.2
6.26,3,187.8,924.42
8.39,10,251.7,1396.1
10.92,5,327.6,2017.1
8.17,2,245.1,1345.26
4.94,4,148.2,673.86
13.94,4,418.2,2787.2
11.35,1,340.5,2126.75
8.99,9,269.7,1540.1
10.94,2,328.2,2022.2
13.64,3,409.2,2710.7
6.95,4,208.5,1067.1
6.87,2,206.1,1048.86
3.27,7,98.1,435.47
13.43,4,402.9,2657.15
11.13,8,333.9,2070.65
5.17,2,155.1,715.14
6.15,1,184.5,903.3
3.69,7,110.7,493.86
7.51,10,225.3,1194.78
8.6,8,258,1446.5
13.08,2,392.4,2567.9
9.61,11,288.3,1688.9
5.34,11,160.2,747.78
11.48,12,344.4,2159.9
2.2,4,66,316.7
7.25,9,217.5,1135.5
13.11,4,393.3,2575.55
12.01,11,360.3,2295.05
2.02,10,60.6,296.72
10.08,6,302.4,1802.9
7.4,8,222,1169.7
15.16,4,454.8,3098.3
4.11,1,123.3,554.34
10.85,12,325.5,1999.25
2.49,6,74.7,348.89
10.39,8,311.7,1881.95
9.48,2,284.4,1657.7
1.49,9,44.7,240.81
5.65,8,169.5,807.3
7.49,3,224.7,1190.22
11.31,8,339.3,2116.55
4.09,9,122.7,551.46
11.64,6,349.2,2200.7
3.68,8,110.4,492.42
9.63,8,288.9,1693.7
12.56,1,376.8,2435.3
4.18,8,125.4,564.42
4.27,1,128.1,577.38
9.69,11,290.7,1708.1
11.85,2,355.5,2254.25
8.35,1,250.5,1386.5
12.55,12,376.5,2432.75
6,10,180,874.5
8.47,7,254.1,1415.3
4.97,11,149.1,678.18
10.85,4,325.5,1999.25
6,5,180,874.5
4.94,1,148.2,673.86
4.7,11,141,639.3
1.27,6,38.1,220.01
6.78,11,203.4,1028.34
3.81,3,114.3,511.14
8.31,4,249.3,1377.18
4.37,1,131.1,591.78
5.26,8,157.8,732.42
12.31,4,369.3,2371.55
15.85,3,475.5,3274.25
2.76,9,82.8,378.86
8.72,7,261.6,1475.3
11.71,7,351.3,2218.55
10.59,10,317.7,1932.95
9.17,9,275.1,1583.3
10.61,9,318.3,1938.05
2.29,8,68.7,326.69
13.52,11,405.6,2680.1
5.45,8,163.5,768.9
4.27,2,128.1,577.38
6.77,7,203.1,1026.06
7.61,5,228.3,1217.58
9.34,7,280.2,1624.1
13.04,9,391.2,2557.7
6.83,10,204.9,1039.74
4.31,7,129.3,583.14
10.59,5,317.7,1932.95
10.66,12,319.8,1950.8
3.76,6,112.8,503.94
13.45,3,403.5,2662.25
5.99,4,179.7,872.58
2.38,6,71.4,336.68
2.16,8,64.8,312.26
10,11,300,1782.5
17.27,4,518.1,3636.35
10.49,2,314.7,1907.45
7.52,6,225.6,1197.06
2.26,6,67.8,323.36
8.29,3,248.7,1372.62
14.28,5,428.4,2873.9
1.27,3,38.1,220.01
8.31,5,249.3,1377.18
3.36,5,100.8,446.34
7.02,5,210.6,1083.06
9.25,3,277.5,1602.5
13.4,3,402,2649.5
10.65,3,319.5,1948.25
7.34,7,220.2,1156.02
3.94,10,118.2,529.86
6.6,7,198,989.7
10.19,6,305.7,1830.95
9.62,3,288.6,1691.3
2.44,4,73.2,343.34
6.31,8,189.3,934.02
8.11,8,243.3,1331.58
1.17,7,35.1,210.56
8.45,9,253.5,1410.5
12.22,11,366.6,2348.6
13.13,4,393.9,2580.65
5.88,2,176.4,851.46
15.12,4,453.6,3088.1
13.55,5,406.5,2687.75
6.73,7,201.9,1016.94
10.61,1,318.3,1938.05
7.25,11,217.5,1135.5
15.11,5,453.3,3085.55
8.2,1,246,1352.1
10.41,10,312.3,1887.05
11.51,3,345.3,2167.55
5.28,11,158.4,736.26
15.87,5,476.1,3279.35
8.77,6,263.1,1487.3
11.54,8,346.2,2175.2
2.02,2,60.6,296.72
1.56,6,46.8,247.42
12.3,3,369,2369
7.71,10,231.3,1240.38
10.5,7,315,1910
9.73,4,291.9,1717.7
6.51,11,195.3,972.42
11.85,8,355.5,2254.25
6.33,6,189.9,937.86
5.76,1,172.8,828.42
5.01,4,150.3,684.42
9.83,10,294.9,1741.7
1.74,4,52.2,265.64
4.07,7,122.1,548.58
1.49,1,44.7,240.81
5.84,10,175.2,843.78
1.99,3,59.7,293.39
9.87,12,296.1,1751.3
3.97,12,119.1,534.18
9.19,9,275.7,1588.1
8.5,9,255,1422.5
7.06,8,211.8,1092.18
4.09,1,122.7,551.46
3.79,9,113.7,508.26
10.64,6,319.2,1945.7
11.44,12,343.2,2149.7
10.09,12,302.7,1805.45
3.17,6,95.1,424.37
12.57,5,377.1,2437.85
7,10,210,1078.5
8.37,3,251.1,1391.3
5.06,4,151.8,694.02
3.97,6,119.1,534.18
4.59,6,137.7,623.46
5.05,7,151.5,692.1
3.78,2,113.4,506.82
10.02,12,300.6,1787.6
11.45,12,343.5,2152.25
13.81,4,414.3,2754.05
11.6,1,348,2190.5
5.28,2,158.4,736.26
5.09,4,152.7,699.78
4.23,10,126.9,571.62
12.1,8,363,2318
3.91,6,117.3,525.54
8.76,7,262.8,1484.9
3.75,11,112.5,502.5
12.75,12,382.5,2483.75
13.55,3,406.5,2687.75
3.52,5,105.6,469.38
1.66,11,49.8,256.87
8.34,12,250.2,1384.1
6.26,6,187.8,924.42
3.47,8,104.1,462.18
12.36,11,370.8,2384.3
3,1,90,405.5
11,4,330,2037.5
6.55,6,196.5,980.1
6.81,7,204.3,1035.18
11.7,12,351,2216
4.47,11,134.1,606.18
13.67,12,410.1,2718.35
10.61,10,318.3,1938.05
8.5,10,255,1422.5
5.59,3,167.7,795.78
13.84,3,415.2,2761.7
7.57,9,227.1,1208.46
7.62,10,228.6,1219.86
7.43,12,222.9,1176.54
8.29,9,248.7,1372.62
4.3,2,129,581.7
10.2,11,306,1833.5
12.31,1,369.3,2371.55
7.35,7,220.5,1158.3
11.13,2,333.9,2070.65
2.58,1,77.4,358.88
6.02,9,180.6,878.34
11.31,4,339.3,2116.55
7.65,2,229.5,1226.7
4.62,11,138.6,627.78
7.75,8,232.5,1249.5
1.55,8,46.5,246.47
2.87,3,86.1,391.07
6.27,5,188.1,926.34
10.56,8,316.8,1925.3
10.85,4,325.5,1999.25
4.69,12,140.7,637.86
3.09,12,92.7,415.49
7.13,11,213.9,1108.14
8.01,1,240.3,1308.78
5.5,9,165,778.5
7.79,11,233.7,1258.62
12.83,4,384.9,2504.15
7.99,3,239.7,1304.22
3.18,9,95.4,425.48
9.81,10,294.3,1736.9
9.22,12,276.6,1595.3
6.05,7,181.5,884.1
1.49,8,44.7,240.81
3.46,3,103.8,460.74
5.46,10,163.8,770.82
4.42,1,132.6,598.98
4.7,8,141,639.3
4.52,9,135.6,613.38
8.19,11,245.7,1349.82
12.6,6,378,2445.5
8.47,8,254.1,1415.3
8.98,3,269.4,1537.7
4.96,1,148.8,676.74
11.7,11,351,2216
11.61,11,348.3,2193.05
10.39,10,311.7,1881.95
14.2,5,426,2853.5
4.03,10,120.9,542.82
5.31,12,159.3,742.02
4.79,8,143.7,652.26
8.87,2,266.1,1511.3
7.47,9,224.1,1185.66
4.03,4,120.9,542.82
7.95,6,238.5,1295.1
9.53,1,285.9,1669.7
5.38,12,161.4,755.46
11.62,3,348.6,2195.6
5.33,7,159.9,745.86
11.01,10,330.3,2040.05
7.59,8,227.7,1213.02
1.56,7,46.8,247.42
7.55,3,226.5,1203.9
11.25,4,337.5,2101.25
11.3,10,339,2114
6.2,12,186,912.9
2.85,3,85.5,388.85
7.94,1,238.2,1292.82
8.33,5,249.9,1381.74
5.94,4,178.2,862.98
3.53,7,105.9,470.82
9.09,2,272.7,1564.1
10.05,10,301.5,1795.25
12.2,12,366,2343.5
3.06,1,91.8,412.16
10.89,9,326.7,2009.45
1.38,7,41.4,230.41
9.46,9,283.8,1652.9
3.22,5,96.6,429.92
4.26,2,127.8,575.94
3.49,5,104.7,465.06
7.4,12,222,1169.7
4.97,11,149.1,678.18
12.79,3,383.7,2493.95
7.49,8,224.7,1190.22
12.32,1,369.6,2374.1
2.23,11,66.9,320.03
10.65,8,319.5,1948.25
13.49,5,404.7,2672.45
13.29,3,398.7,2621.45
9.24,10,277.2,1600.1
10.13,10,303.9,1815.65
9.51,6,285.3,1664.9
10.11,7,303.3,1810.55
12.15,2,364.5,2330.75
5.38,10,161.4,755.46
10.04,11,301.2,1792.7
3.36,8,100.8,446.34
1.96,9,58.8,290.06
1.26,11,37.8,219.07
7.91,6,237.3,1285.98
15.22,5,456.6,3113.6
8.98,10,269.4,1537.7
5.03,3,150.9,688.26
4.19,10,125.7,565.86
3.91,11,117.3,525.54
3.36,11,100.8,446.34
5.75,4,172.5,826.5
13.64,5,409.2,2710.7
10.17,9,305.1,1825.85
2.74,9,82.2,376.64
10.43,9,312.9,1892.15
7.4,7,222,1169.7
2.09,2,62.7,304.49
8.25,12,247.5,1363.5
5.33,6,159.9,745.86
8.81,1,264.3,1496.9
9.41,6,282.3,1640.9
1.91,1,57.3,284.51
1.6,5,48,251.2
13.39,12,401.7,2646.95
1.78,8,53.4,270.08
14.59,4,437.7,2952.95
3.56,11,106.8,475.14
8.74,10,262.2,1480.1
5.95,11,178.5,864.9
5.68,2,170.4,813.06
15.29,3,458.7,3131.45
3.31,7,99.3,439.91
7.25,5,217.5,1135.5
8.89,9,266.7,1516.1
6.57,6,197.1,983.94
10.37,5,311.1,1876.85
10.01,4,300.3,1785.05
1.97,6,59.1,291.17
11.3,4,339,2114
10.02,6,300.6,1787.6
13.11,3,393.3,2575.55
3.35,7,100.5,444.9
3.52,4,105.6,469.38
9.53,2,285.9,1669.7
6.92,9,207.6,1060.26
2.59,9,77.7,359.99
6.22,5,186.6,916.74
6.93,1,207.9,1062.54
5.76,7,172.8,828.42
6.55,1,196.5,980.1
1.66,7,49.8,256.87
